,title,homesection,publishdate,pageviews,popularity
1179,Nu rabler det igen for boksestjerne: Nemt at blive verdensmester,Boksning,2018-04-14 11:16:57 UTC,11429,1
30227,Fyret fagboss skyder igen: Formand er 'sovset ind',Dansk politik,2018-11-30 17:29:00 UTC,30777,1
11686,Elever politianmeldt af skole efter fest: Råbte 'heil' i bar overkrop,112,2018-06-08 08:45:00 UTC,7845,0
30317,Dom for vold mod Papes kæreste: Skyldig - men ikke for hatecrime,Dansk politik,2018-07-06 15:22:34 UTC,76713,1
4697,"Gå ikke glip af e-bogen ""Slip angsten""",E-bøger,2018-05-08 15:08:29 UTC,576,0
20974,Tonstungt krigsskib tæt på synke: Sådan skal det reddes op,Samfund,2018-11-18 23:11:35 UTC,23968,1
25214,Dansk drømmescenarie: Kan først møde Brasilien i finalen,VM 2018,2018-06-28 23:16:01 UTC,16887,1
31450,Fie Laursen hastet på hospitalet: Nu taler manager om voldsomme rygter,Danske kendte,2018-09-23 23:30:54 UTC,786,0
35095,Opfordrede til at brænde Messi-trøjer: Præsident får markant straf,Landsholdsfodbold,2018-08-27 13:41:53 UTC,7338,0
22197,Power har vildt tilbud på populært tv: Men det er i virkeligheden dyrere,Samfund,2018-10-13 10:54:03 UTC,104443,1
18060,Lindsay er månedens Side 9-pige,Side 9,2018-08-31 23:45:00 UTC,19247,1
7031,"Anklager om 22-årig voldsmand: En psykopat, der ville være seriemorder",112,2018-11-27 12:51:41 UTC,8531,0
26446,Tysk stjerne bøjer nakken: Danmark fortjente det,Ishockey,2018-05-05 07:14:30 UTC,53817,1
735,Løb modstanderne trætte,Sjællandnord,2018-10-05 22:22:37 UTC,136,0
30589,Engell: Det rene klovneri fra Uffe Elbæk,Dansk politik,2018-06-26 20:57:13 UTC,37542,1
35793,- Det er tamt! Straffet for at hjælpe norsk Tour-helt,Tour de france 2018,2018-07-20 11:00:23 UTC,13726,1
112,LIVE: Klasseforskel - belgiere ydmyger Brøndby,Europa League,2018-08-30 18:16:18 UTC,155583,1
30197,Engells dom: - Flere LA-ministre har været uhyre svage og amatøragtige,Dansk politik,2018-10-01 09:55:43 UTC,10112,0
25213,PL-stjerne i problemer igen: Nu undskylder han over for holdkammeraterne,VM 2018,2018-06-03 08:53:04 UTC,32815,1
28389,Pierre Kanstrup: Vi har spillet bedre,Tipsbladet,2018-07-14 21:31:00 UTC,1,0
33713,Stort medie: FC Barcelona forhører sig om dansk landsholdsstjerne,Spansk fodbold,2018-11-29 17:40:30 UTC,73040,1
35285,Selvmordsbombe dræber mindst seks personer i Kabul,Krig & katastrofer,2018-10-31 06:31:34 UTC,274,0
13019,Kæmpe vandpark på vej på Amager,Ferie,2018-09-28 10:50:41 UTC,13059,1
3651,Er vi ikke ved at gå for langt med den fake orgasme-barmhjertighed,Ekaterina Andersen,2018-08-13 10:56:58 UTC,5290,0
15422,Linses revisor siger op: Jeg frygter skattevæsenet,Kendte,2018-07-28 11:57:09 UTC,46040,1
6327,Trav-Mogens tipper: Tid til Bikini,Trav,2018-04-28 10:00:00 UTC,481,0
23850,Chok-studie: Så farligt er det at drikke mere end en genstand om dagen,Samfund,2018-04-13 05:52:42 UTC,32273,1
3820,Elever skal dyste i nyheder om en forbedret verden,Skole,2018-04-17 23:09:41 UTC,434,0
3509,Voldsom kritik af Schmeichel: - Galskaben kender ingen grænser,Jan Jensen,2018-04-12 07:39:40 UTC,16479,1
34585,Har aldrig været forelsket: Kasper jagter kærligheden på tv,"Film, tv & radio",2018-10-24 19:45:32 UTC,2986,0
33717,Cristianos afløser præsenteret: Men kæresten tager al fokus,Spansk fodbold,2018-09-01 10:01:34 UTC,647,0
17461,En dræbt og 150 såret under demonstrationer ved Gazastriben,Ritzau,2018-05-12 02:27:14 UTC,1,0
3912,Målorgie i ensidig affære,Sjaellandsyd,2018-09-13 18:46:31 UTC,13,0
27614,Sort dansker føler sig kategoriseret: Kvinder vil 'gerne prøve en neger',nationen,2018-06-19 10:06:35 UTC,127328,1
29989,Mand udløste trafikulykke med én dræbt: Nu er han anholdt,New Articles,2018-09-01 12:47:24 UTC,48,0
14082,Vi får skattelettelser næste år: Sådan påvirker de dig,Finans,2018-11-13 13:57:01 UTC,28,0
25300,Russer invaderede VM-finalen: Nu er han indlagt - forgiftet,VM 2018,2018-09-13 10:32:40 UTC,14,0
27939,Ny iPhone fredag: Her er fem billigere og bedre alternativer,Teknologi,2018-10-18 23:36:08 UTC,76292,1
6982,Politiet: Han dræbte ni elever og en lærer,112,2018-05-19 00:39:56 UTC,28608,1
18201,Sexede Selina: Lingeri og blødt lys,Side 9,2018-07-13 05:00:00 UTC,20717,1
15838,Kevin Magnussen starter som nummer 11 i Shanghai,Ritzau,2018-04-14 09:07:51 UTC,3,0
32582,Legendarisk top-træner i nyt job: Ingen mødte op for at modtage ham,Intl. fodbold,2018-11-08 14:43:24 UTC,72716,1
35561,Enhjørning levede samtidig med mennesker,Videnskab & teknik,2018-11-29 06:59:16 UTC,11254,0
34930,Det passer ikke - skal vi virkelig holde med Sverige?,Landsholdsfodbold,2018-11-20 10:48:43 UTC,44021,1
29144,Prisvindende komponist er død,Intl. kendte,2018-07-27 14:46:00 UTC,22092,1
3934,Overarbejde: Gæster fik hurtigt exit ,Jyllandmidt,2018-09-05 21:21:34 UTC,6,0
33023,KGB-ekspert: Det er meget farligt for ham at stå frem,Sport og Spil,2018-11-02 14:20:09 UTC,2430,0
27352,Svenskere amok: Dronning Margrethe taler om svensk integrationspolitik,nationen,2018-08-20 13:47:58 UTC,37371,1
14890,Elon Musk vinder milliardprojekt - skal bygge tunnel i Chicago,Finans,2018-06-14 19:13:01 UTC,178,0
22064,Historien bag Transformers: 80'ernes sejeste legetøj,Samfund,2018-11-01 00:00:00 UTC,14,0
35350,Lederen af det Taliban-tilknyttede netværk Haqqani er død,Krig & katastrofer,2018-09-04 06:00:43 UTC,3,0
30118,Minister stopper i politik,Dansk politik,2018-10-05 13:21:21 UTC,96057,1
6159,'Hvorfor er der ikke et ord om Tommy Robinson i mainstream-medierne?',Pernille Vermund,2018-05-29 11:29:17 UTC,20454,1
35346,Mindst 55 dræbt: Hjemkalder ambassadører over 'massakre',Krig & katastrofer,2018-05-15 02:06:31 UTC,9360,0
12258,Venstre vil forlænge ventetid for køreprøver,Biler,2018-09-05 11:01:36 UTC,18,0
29497,Efter designers død: Far dør få timer før begravelse ,Intl. kendte,2018-06-23 12:28:34 UTC,41616,1
117,Kæmpe EM-fadæse: - De må have drukket!,Anden sport,2018-08-07 06:23:00 UTC,31070,1
24365,Efter puttemiddags-afsløring: Nu aflyser eleverne kontroversiel middag ,Samfund,2018-09-03 17:13:50 UTC,86,0
9582,Landsret stadfæster livstidsdom for bestialsk dobbeltdrab,112,2018-04-12 12:08:46 UTC,626,0
8584,Blev skudt i ballen: Stukket ned før han skulle vidne,112,2018-06-22 11:30:48 UTC,14565,1
31937,Blachman afslører: Klar til at tage over efter Uffe Elbæk,Danske kendte,2018-05-05 15:46:30 UTC,45862,1
6431,Dansk VM-fyrtårn tæt på kæmpe-transfer: Så meget koster han,Transfer,2018-07-06 00:15:49 UTC,168248,1
35826,"Tour-rytter mødte Kyllingen: Hvad gjorde vi forkert, Michael?",Tour de france 2018,2018-07-11 13:51:24 UTC,14765,1
2482,Vraget til VM: Nu skifter dansker til storklub ,Italiensk fodbold,2018-06-22 15:22:57 UTC,49203,1
29997,skf: 0-8,New Articles,2018-10-01 20:47:48 UTC,2,0
34289,Halloween-gyser på trapperne: Tør du se den nervepirrende trailer? ,"Film, tv & radio",2018-10-09 18:23:15 UTC,24724,1
30206,Løkke går til dronningen med regeringsrokade onsdag,Dansk politik,2018-05-01 19:24:10 UTC,2161,0
1212,AGF sensationelt ude: Jeg har ikke gjort det godt nok,AGF,2018-11-01 06:53:40 UTC,2650,0
18439,Wozniacki er videre i Eastbourne efter sikker sejr,Tennis,2018-06-25 18:29:18 UTC,8562,0
22321,Her svigter bremserne: - Et mirakel ingen døde,Samfund,2018-10-17 16:48:42 UTC,2772,0
13783,Cepos: Gør som Norge og Sverige - afskaf arveafgiften,Finans,2018-04-30 06:18:01 UTC,9,0
22816,Kunder stiktossede på dansk firma: - Helt ude i tovene,Samfund,2018-05-01 16:46:57 UTC,115555,1
24787,Ellevild svensk ekspert: Danmark kan nå VM-semifinalen,VM 2018,2018-06-16 07:05:47 UTC,134871,1
9015,Beviser for svage: Frikendt for voldtægt af 15-årig,112,2018-08-22 21:51:23 UTC,17180,1
10534,Dramatisk redningsaktion: Båd med 10 personer sunket,112,2018-08-31 07:24:33 UTC,52499,1
3240,Bragede den ind,Sjaellandsyd,2018-10-09 19:00:14 UTC,157,0
24426,Live-chat: Muslimsk politiker: - Det er ikke udansk at bære tørklæde,Samfund,2018-06-11 19:49:01 UTC,12011,1
10126,Babysitter henrettet: Voldtog og dræbte syvårig pige,112,2018-08-10 05:17:09 UTC,51093,1
29374,Sommerens mest uhyggelige tv-serie: Tør du se den? ,Intl. kendte,2018-07-24 17:41:49 UTC,31224,1
17142,USA: Rusland og Syrien fjerner beviser for kemisk angreb,Ritzau,2018-04-19 21:28:10 UTC,1,0
15801,Dødstal på mindst 100 efter japansk uvejr overstiger 2014-katastrofe,Ritzau,2018-07-09 08:50:41 UTC,5,0
11128,"55-årig til kvindelig dommer:  Møgso, lorteluder, fedtfjæs og uformelige badedyr ",112,2018-05-04 15:14:51 UTC,33987,1
25341,Brasiliansk legendes frække VM-råd til ung stjerne: - Dyrk sex,VM 2018,2018-05-11 23:52:17 UTC,7938,0
6437,Leverede varen,Jyllandmidt,2018-10-23 19:03:12 UTC,253,0
24638,Turister strømmer igen til Tunesien efter strandmassakre,Samfund,2018-08-10 05:26:46 UTC,2812,0
23016,Spar Nord sluger stor luns af konkurrent og vil have mere,Samfund,2018-09-26 09:31:01 UTC,11,0
4398,Ekstra regning kan vente købere af projektlejligheder,Gode råd om,2018-11-25 22:55:19 UTC,5086,0
19925,FN's udsending til Syrien forlader sin post,Politik,2018-10-17 16:51:13 UTC,503,0
12973,Kæmpe dansk tårn udskudt på ubestemt tid,Ferie,2018-11-26 10:46:04 UTC,83696,1
11026,Nyt vidneudsagn om 18. maj: Politiledelse var informeret om skydeordre,112,2018-05-16 22:31:44 UTC,28673,1
2563,De første svar er kommet: Sådan døde norsk OL-guldvinder,Skisport,2018-08-03 06:04:03 UTC,95435,1
21806,Regn truer redningsaktion i thailandsk grotte med drenge,Samfund,2018-07-05 09:33:24 UTC,5217,0
14425,Kundeflugt truer i horisonten: Danske Banks troværdighed styrtdykker efter hvidvaskskandale,Finans,2018-06-20 19:23:01 UTC,9,0
18524,Tysk stjerneskud gør kort proces med Djokovic ,Tennis,2018-11-18 20:52:45 UTC,1557,0
27676,Vinder 10 mio i Lotto: Kæresten synes han skal bruge flere penge på tøj ,nationen,2018-06-29 17:43:17 UTC,23562,1
31978,Line Baun blander sig i sex-debat: 'Jeg er ikke snerpet',Danske kendte,2018-08-06 17:58:04 UTC,110201,1
33354,Ny knæskade holder belgisk City-stjerne ude i en måned,Premier League,2018-11-02 14:44:34 UTC,950,0
35087,Landsholdskonflikt vil ramme breddefodbold,Landsholdsfodbold,2018-08-27 21:33:14 UTC,112,0
2111,Hovednavn floppede fælt,Koncert-anm.,2018-08-11 00:51:29 UTC,4724,0
12385,Britisk luksusbil vil ikke stå ved sig selv: Opfinder 'bagsædeskjuler',Biler,2018-08-03 20:47:43 UTC,22854,1
34266,"Real-stjerner anklages: Ramos slap for straf, og Ronaldo lavede kaos",Champions League,2018-11-23 19:17:04 UTC,59197,1
19106,Malkemaskinen,Lederen,2018-06-20 06:00:00 UTC,8258,0
21476,"1,3 millioner husstande får ny tv-kanal - og større regning",Samfund,2018-08-31 09:07:27 UTC,149164,1
18130,Birgitte,Side 9,2018-10-19 23:30:00 UTC,156138,1
6894,Her brækker ung mand næsen i festival-stunt,Roskilde,2018-07-07 16:42:01 UTC,71425,1
10474,Pige slået ned bagfra med flaske: Nu er mistænkt anholdt,112,2018-04-21 16:10:11 UTC,110771,1
9753,Forsvarere i svindelsag vil anmelde medier til politiet,112,2018-10-15 20:24:48 UTC,1893,0
31899,DRamatisk dag i vente: Farvel til flere hundrede ansatte,Danske kendte,2018-10-10 07:08:47 UTC,28004,1
2038,"Sports-stjerne elsker ældre mand: 'Folk synes, at jeg er pervers'",Anden sport,2018-04-29 23:30:08 UTC,164606,1
1760,Sneakers - din nye fetich,Sex & samliv,2018-06-15 23:44:20 UTC,27505,1
15923,Endnu en dansk VM-spiller er blevet far,Ritzau,2018-06-13 23:34:20 UTC,1,0
22050,Tys-tys om Obama-besøg,Samfund,2018-11-25 18:21:46 UTC,39235,1
15103,Bankernes cheflobbyist kunne have stoppet hvidvaskskandale,Finans,2018-11-11 19:08:01 UTC,17,0
29857,Frygter nazi-kaos i Sverige: Syv anholdt,New Articles,2018-08-25 12:51:43 UTC,6659,0
6963,Erhvervsklatrere stryger mod himlen,Håndværkeren,2018-10-13 14:07:29 UTC,92,0
17258,Forligsmand udsætter varslet konflikt i to uger,Ritzau,2018-04-18 07:55:24 UTC,6,0
21591,USA's illegale immigration er på laveste niveau siden 2004,Samfund,2018-11-28 06:35:56 UTC,518,0
3304,Superligaens største talentfabrik: Bruger 37 millioner om året,FC Nordsjælland,2018-09-18 06:10:47 UTC,82,0
15465,Her er hun: Så lækker er Bendtners nye kæreste,Kendte,2018-05-02 09:01:33 UTC,88580,1
25054,Til VM med troen på noget stort: Vi er jo ikke jubelidioter,VM 2018,2018-06-11 14:20:33 UTC,17800,1
31365,Nina Agdal klar til foråret: Smider tøjet,Danske kendte,2018-04-04 19:48:37 UTC,104432,1
25709,SLUT: Kevin-nedtur - Hamilton fester videre,Formel 1,2018-09-15 14:49:41 UTC,31,0
20549,Tidligere FN-boss: - Vil du spise kød må du gøre det uden for restauranten,Samfund,2018-11-09 12:52:03 UTC,18695,1
6668,Tog værterne som Gissel,Jyllandmidt,2018-09-12 17:54:33 UTC,2,0
15784,FAKTA: Lørdagens kampe ved VM i fodbold,Ritzau,2018-06-16 07:00:02 UTC,2,0
13416,Louise og Elias omkommet i dødsbrand: De var mit et og alt,Krimi,2018-11-24 14:38:59 UTC,11139,0
10734,Mand fundet skudt,112,2018-04-20 10:22:39 UTC,117157,1
19023,Mørkets minister,Lederen,2018-11-13 06:00:00 UTC,9101,0
26559,Dansk ligaklub smides ud: Økonomien er for dårlig,Ishockey,2018-05-18 14:15:08 UTC,2501,0
15498,Esben Lunde overdrager ministerium: Jeg har været mig selv,Ritzau,2018-05-02 15:01:57 UTC,1,0
3213,Et gudesmukt vandfald,Udland,2018-11-18 11:32:24 UTC,8163,0
29014,Henter superliga-veteran: Kan få debut mod FCK ,Superligaen,2018-07-23 18:25:45 UTC,4311,0
11870,Kørte 207 km/t på landevej: - Det er vanvittigt at køre sådan der!,112,2018-04-08 06:55:27 UTC,112755,1
29102,Kræftramt radiovært siger farvel på twitter: Jeg har kun et par dage tilbage,Intl. kendte,2018-09-04 15:50:46 UTC,4237,0
19675,"Efter brevbomber: - Kan I se, hvor godt jeg opfører mig?",Politik,2018-10-25 04:11:36 UTC,2283,0
11071,Politi bekymret over farlig tendens: - Det er alt for mange,112,2018-10-17 16:49:19 UTC,80141,1
35915,Efter vanvittig etape: Kyllingen imponeret over dansker ,Tour de france 2018,2018-07-15 17:55:39 UTC,24483,1
13954,Trump om Syrien: Vær parat Rusland - missiler vil komme,Finans,2018-04-11 13:53:00 UTC,8,0
15658,Får revanche: Rykker fra Sky-folkene i flot angreb,Ritzau,2018-06-08 16:44:20 UTC,35,0
15550,Merkel er ankommet til hastemøder i Det Hvide Hus,Ritzau,2018-04-27 19:35:04 UTC,2,0
31738,"Bagedyst-Jon vælter sig i lumre tilbud: - Det er lige før, jeg drukner",Danske kendte,2018-11-11 13:32:47 UTC,103045,1
13119,289 anholdt for at tage billeder af kvinder på stranden i ferieparadis,Ferie,2018-04-06 08:34:59 UTC,105314,1
23110,Lige nu: Flere S-tog aflyst,Samfund,2018-05-22 07:38:06 UTC,30029,1
26016,F1-stjerner frygter ugens initiativ: Ren Mario Kart,Formel 1,2018-07-01 12:25:19 UTC,33219,1
22987,Unik diamant solgt for svimlende rekordbeløb,Samfund,2018-11-14 06:25:18 UTC,25,0
10861,"Kendt advokat: Fair, at Madsens forsvarer reagerede her",112,2018-09-05 18:08:30 UTC,17,0
15644,G20 frygter at Trumps handelstvister kan påvirke vækst,Ritzau,2018-07-22 23:46:00 UTC,1,0
20268,"Melania besøgte migrantbørn - men det var jakken, der tog opmærksomheden",Politik,2018-06-22 04:19:57 UTC,77025,1
3831,Fransk politi anholder ti: Mistænkt for plan om angreb på muslimer,Terror,2018-06-25 12:18:03 UTC,7829,0
34068,Bayern-stjerner bobler af raseri: Snydt - to gange!,Champions League,2018-05-02 07:17:09 UTC,42380,1
486,Fakta om kræft,Plus,2018-07-20 10:59:34 UTC,113,0
33852,Medie: Danske Banks topchef ignorerede advarsler,Erhvervsnyheder,2018-09-13 19:22:07 UTC,20,0
31519,DR-vært fik smidt fadøl i ansigtet: Det er et af vilkårene,Danske kendte,2018-05-22 17:01:14 UTC,148829,1
27056,Dr. Per Nodil,ingemann,2018-10-03 20:00:00 UTC,31965,1
26846,"Postbuddet, der blev politiets skræk",Tæt på,2018-11-16 14:13:02 UTC,5389,0
30333,DF og LA er igen røget i totterne på hinanden,Dansk politik,2018-08-09 13:59:57 UTC,15444,1
27356,Synd for ham: Dreng i 1. klasse smidt hjem efter knytnæveslag ,nationen,2018-05-17 11:36:33 UTC,25757,1
22801,Kan du se hvorfor den her efterlysning stikker helt af? ,Samfund,2018-10-24 18:21:26 UTC,62630,1
25349,VM-land skal have ny landstræner efter skuffelse,VM 2018,2018-07-05 07:33:01 UTC,987,0
8812,Kilder: Årsag til YouTube-skyderi skal findes i hjemmet,112,2018-04-04 02:35:09 UTC,50,0
31735,Nu taler Morten Jensens familie: Sådan skal han begraves ,Danske kendte,2018-05-14 12:58:17 UTC,165247,1
29750,Supermans kæreste døde af overdosis,Intl. kendte,2018-08-09 05:08:18 UTC,61975,1
6049,TV: Sænkede aldrig tempoet ,Sjaellandsyd,2018-09-10 16:48:47 UTC,33,0
15345,'American Chopper'-gutterne guider: Sådan vælger du din første motorcykel,Kendte,2018-05-27 18:20:44 UTC,4341,0
30795,"Sydafrikansk politigeneral efter anholdelse: Vi har også en idé om, hvor Britta er  ",Dansk politik,2018-11-01 21:44:00 UTC,38270,1
7141,Mand stjæler passagerfly og styrter,112,2018-08-11 06:55:01 UTC,294765,1
33226,Træner afslører Schmeichels situation: 'Den er jeg ikke bekymret for',Premier League,2018-07-21 22:45:23 UTC,70891,1
1824,Gartner træt af sexglade fulde mennesker: Stop med at forulempe hende,Verden på vrangen,2018-07-28 14:23:40 UTC,46315,1
6911,Stenrig bokser i voldsomt rapper-angreb: - Du er en stikker!,Boksning,2018-07-24 23:37:36 UTC,42200,1
33520,Fyret! Premier League-manager smidt på porten,Premier League,2018-04-02 12:53:54 UTC,63484,1
19178,En for alle ...,Lederen,2018-04-30 06:00:00 UTC,6264,0
16831,Dommens dag - tre personer afgør Peter Madsens skæbne,Ritzau,2018-04-25 06:00:02 UTC,28,0
4699,Overlæge: Der er altid en risiko,Krop og træning,2018-08-10 13:12:03 UTC,78,0
35459,Mange børn frygtes dræbt under angreb på bus i Yemen,Krig & katastrofer,2018-08-09 13:56:43 UTC,281,0
12780,Fly sat i karantæne i New York: Adskillige syge,Ferie,2018-09-05 16:27:29 UTC,14,0
5845,Tidens fem bedste havetips,Tips og guides,2018-04-08 08:53:25 UTC,3437,0
30346,Læger slår alarm: - Det går ud over patienterne,Dansk politik,2018-11-13 07:58:02 UTC,5755,0
19337,Trump sender brev til Kim Jong-un: Vores møde er aflyst!,Politik,2018-05-24 16:04:35 UTC,58532,1
3597,Tidligere barnestjerne taler ud: 'Anden' har givet mig ar på sjælen,Film,2018-11-06 10:39:09 UTC,79276,1
27190,Cafe Kalim,ingemann,2018-04-20 17:11:29 UTC,35907,1
11595,Helt nybygget gildesal brændt ned,112,2018-04-13 07:12:45 UTC,41092,1
35981,Froome taber sekunder: - Der er grund til bekymring,Tour de france 2018,2018-07-13 09:35:02 UTC,44672,1
29107,Bill Cosby idømt flerårig fængselsstraf,Intl. kendte,2018-09-25 20:13:49 UTC,186,0
3536,LeBron James spiller Cleveland et skridt nærmere NBA-finale,Anden sport,2018-05-22 06:45:22 UTC,520,0
23837,Bitcoin nærmer sig dødskryds,Samfund,2018-05-12 14:29:57 UTC,94,0
17772,X Factor-Rasmus afslører: Jeg har fundet kærligheden,Ritzau,2018-04-06 23:43:13 UTC,3,0
23609,Vegetar 'traumatiseret': Fandt afhugget kyllingehoved 'frosset i et stille skrig',Samfund,2018-06-25 13:30:24 UTC,28569,1
25980,Hård dom over Kevin: Grosjean sejrer stort i Haas-duel ,Formel 1,2018-06-11 17:51:55 UTC,44380,1
26522,Mens du sov: Dansker med i gyldent hattrick,Ishockey,2018-04-02 08:16:29 UTC,65698,1
14408,Lærerne har stemt ja til forlig med arbejdstidskommission,Finans,2018-06-04 13:37:00 UTC,5,0
19354,Svensk kaos: Ny politisk kæmpe-nedtur,Politik,2018-11-22 10:48:07 UTC,26301,1
19655,Rusland beskyldes for gps-forstyrrelser ved Nato-øvelse,Politik,2018-11-13 22:24:29 UTC,1857,0
11875,Her brager spritbilist gennem hus,112,2018-05-23 09:13:46 UTC,18392,1
26936,Kapow: Sniper-Putin affyrer russernes nye riffel,Tæt på,2018-10-01 10:25:37 UTC,12216,1
2096,Brøndby-fest manglede kun én ting: - Havde fuldendt forrygende forestilling,Allan Olsen,2018-04-15 20:21:29 UTC,37405,1
19172,Mere kage,Lederen,2018-09-03 06:00:00 UTC,4,0
17819,Mand stukket ned med kniv på åben gade i København,Ritzau,2018-04-12 16:58:35 UTC,1,0
6785,Rørende 'øjeblik': Katastrofe-ofre æret med usædvanlig gestus,Italiensk fodbold,2018-08-29 13:42:57 UTC,2746,0
11475,Efter voldsom brand: Nu fremstilles 24-årig i grundlovsforhør,112,2018-07-23 11:04:16 UTC,12583,1
34199,Fodboldverdenen griner ad grotesk straffespark: Hvordan kunne han dømme det,Champions League,2018-11-08 09:26:25 UTC,16182,1
10000,Mand fløjet til Riget: Kørte frontalt ind i træ,112,2018-04-04 18:36:36 UTC,46887,1
14446,Salg til kapitalfond forgylder jysk familie,Finans,2018-05-29 06:23:02 UTC,1,0
21694,Skraber hovedet hen ad asfalten: Motorcyklist overlever vildt styrt,Samfund,2018-11-21 10:20:34 UTC,46216,1
9765,Mistede kone og stedsøn i dødsbrand: Ingen vil hjælpe Mike med ny bolig,112,2018-11-24 13:19:09 UTC,120315,1
20588,Mors hovedpinepiller fremskynder pubertet ,Samfund,2018-10-12 08:49:56 UTC,5854,0
10762,Tiltale: Tungt bevæbnede Bandidos-rockere var klar til krig,112,2018-05-06 23:17:38 UTC,28626,1
12003,Bach bankede til,Fyn,2018-09-11 21:56:46 UTC,21,0
10565,Justitsministeriet skal betale: Forskelsbehandlede advokat på grund af alder,112,2018-09-08 11:14:00 UTC,7,0
3293,"Ekspert om Marys tale: Når så tillukket en familie åbner for det allerstørste, gør det stort indtryk ",Danske kongelige,2018-05-27 12:47:15 UTC,27606,1
24575,Hvidvasksag koster på Danske Banks kreditvurdering,Samfund,2018-10-12 18:47:37 UTC,1227,0
1776,Brystbomben Heidi er besat af badboys - og babyolie,MMA,2018-05-09 20:05:26 UTC,65345,1
4067,Forskere: Et æg om dagen er godt for helbredet,Sundhed,2018-05-22 16:39:26 UTC,107265,1
29193,Så vild er Schwarzeneggers macho-cykel,Intl. kendte,2018-05-27 09:00:19 UTC,37878,1
23217,Assange: Ecuador vil udlevere mig til USA,Samfund,2018-10-29 21:21:47 UTC,1688,0
4376,Her slutter karrieren: Bokse-stjerne smadret i grusomt VM-brag,Boksning,2018-11-11 09:43:47 UTC,148474,1
31673,Ingen vil betale 140 mio: Danske rigmænd brænder inde med luksusyacht,Danske kendte,2018-10-08 06:21:22 UTC,159526,1
3593,Vild aften: Rocklegendens tragedie,INTL. Album-anm.,2018-04-20 20:47:57 UTC,37122,1
31206,Kendt komiker sælger Kartoffelrække-hjem,Danske kendte,2018-06-26 10:25:28 UTC,56813,1
7854,30-årig mand stukket ned: Ramt tæt ved hjertet,112,2018-09-10 09:18:35 UTC,29,0
1004,Det er ikke kun usundt at sende sexbilleder på sms ,Sex og samliv,2018-08-06 19:58:31 UTC,1625,0
34596,Martin smidt ud af 'Robinson': Så slem var hans skade,"Film, tv & radio",2018-09-04 07:00:02 UTC,271,0
8527,Mishandlet lærling: Jeg skreg at de skulle stoppe,112,2018-06-12 14:48:45 UTC,59402,1
29316,Bikini-babe elsker at spise: - Lad mig dog leve,Intl. kendte,2018-10-01 23:00:21 UTC,124829,1
22915,Politiet om parkerings-trick med Tesla: - Det må man ikke!,Samfund,2018-11-12 13:23:33 UTC,236600,1
3421,OB,Plus,2018-08-01 00:00:00 UTC,3,0
23553,Højesteret: Religiøs gruppe må ikke servere forbudt stof,Samfund,2018-06-26 12:46:52 UTC,1935,0
29897,One native strategy across two publishers – leads to massive success for online BtB lender,New Articles,2018-07-05 16:29:52 UTC,1,0
18550,Godt nyt for Caroline: Kæmpe ændring droppes,Tennis,2018-09-14 09:54:14 UTC,7,0
12465,Glemsomt ældre ægtepar finder deres bil efter fem dage,Biler,2018-05-27 20:32:17 UTC,102387,1
10896,Mordforsøg i Zimbabwe: Ville dræbe Mugabes arvtager,112,2018-06-23 18:34:43 UTC,8485,0
3963,"Derfor afgør din personlighed, om du bliver utro",Sex og samliv,2018-06-08 19:54:13 UTC,5004,0
6571,Næsten ulovligt: Danmarks bedste teenagere fik smæk,Europa League,2018-08-09 21:54:55 UTC,24383,1
4362,"Nej, din nabo har ikke mere sex end dig",Sex & samliv,2018-08-23 22:14:17 UTC,6498,0
22333,Sjældent fænomen på himlen: Her kan du opleve blodmåne i aften,Samfund,2018-07-27 06:52:04 UTC,59847,1
12987,Bøller smadrer 320.000.000 år gammel seværdighed på få sekunder,Ferie,2018-06-14 12:45:11 UTC,223813,1
5160,'Faxe' har fået nok: Stopper efter sæsonen,1. division,2018-04-06 12:43:58 UTC,50048,1
27313,"Sendte lygter til sjælden VW Bora 2,8 V6 4motion med GLS: Alt er gået galt",nationen,2018-05-25 17:25:16 UTC,25011,1
29974,Dom: 32-årig filmede nøgne mænd og drenge i svømmehal,New Articles,2018-08-31 21:30:12 UTC,7936,0
22849,Million-billede ødelagt sekunder efter hammerslag: Planlagt i årevis,Samfund,2018-10-07 14:52:45 UTC,76794,1
24998,LIVE: Stort VM-drama - men Spanien holder hjem!,VM 2018,2018-06-20 09:54:03 UTC,153096,1
3496,Har du husket at takke din kæreste i dag?,Kys & kærlighed,2018-05-10 19:33:12 UTC,37133,1
14258,Vild pris: Lars Rebien har købt et af Danmarks dyreste rækkehuse,Finans,2018-05-28 10:02:01 UTC,8,0
6361,Hvem er din favoritbokser?,Konkurrencer,2018-11-22 08:56:44 UTC,225,0
27993,Teleselskaber vinder sag om piratfilm: Gør det sværere at fange dig på nettet ,Teknologi,2018-05-07 10:15:55 UTC,85005,1
22245,Verdensberømt turistattraktion får byggetilladelse efter 136 år,Samfund,2018-10-19 08:04:52 UTC,66050,1
11383,Bro var i stykker: Skaber trafikkaos ,112,2018-07-19 12:59:11 UTC,52343,1
35454,Byer forurenet efter dødelige brande: - Jeg besvimede næsten på vej til skole,Krig & katastrofer,2018-11-18 15:20:38 UTC,3381,0
21062,Syv-årig drengs ansigt hævede helt vildt: Nu advarer moren,Samfund,2018-06-28 18:07:54 UTC,182736,1
